id,F,ka,V,Cl
1,0.5960337267358603,0.5837690667534009,44.71854543153238,3.726229903686808
2,0.6127737003635563,0.534743549060961,61.53922164494671,5.263338174833336
3,0.6945820678011175,0.5744349816250437,83.641417842674,7.920379713154968
4,0.7595716778097039,0.4556806867273454,51.02123023956135,6.420660668166761
5,0.7218676141598983,0.3797397936670053,82.03122132558136,9.012894321570073
6,0.5337155041817913,0.4246086962339387,82.66573842873683,10.43720186511779
7,0.7354875992436378,0.6743462042085218,58.72140377467596,5.328184282175806
8,0.7785377526034835,0.85248623760328,43.39220350866163,3.134831839159883
9,0.7067735202660388,0.4034550469165805,66.84676515772408,6.765779781275204
10,0.6300430845794011,0.5819395216677211,52.69279972008196,3.77559393303444
11,0.7301334214973729,0.3457506935744564,70.03107915199885,9.030300015540714
12,0.5590402485108776,0.4536481951791266,57.14388071710573,5.229421364614846
13,0.6923666513269136,0.6197820203327733,61.17498109511098,4.863715166362856
14,0.6915368559781492,0.4973146167262565,66.43206429007462,5.89793020246579
15,0.6616002865610753,0.3771127187895821,98.34502385380824,12.96275000179688
16,0.6367145102642772,0.5350890415485083,67.62020572005224,4.446274064320306
17,0.6857929307040155,0.4442154819615738,61.30065034472289,6.299731115930414
18,0.6370112785908524,0.6426124437413565,52.7254324233053,5.209199155057228
19,0.7221095731522577,0.4546001455991936,60.98984937789428,5.816022413444195
20,0.6880319895334734,0.4025592603714559,100.6639120648616,11.79400894732869
21,0.7842444760506078,0.5182366720945483,74.89901250691825,7.903648738439345
22,0.7435021035448293,0.2935725947813848,74.02700311594995,11.28267975439436
23,0.6651811351903203,0.5081613529079466,56.65939041964805,5.281859907599629
24,0.7083831967626929,0.4050062046754961,84.03345045087768,7.564826054802348
25,0.7907802065069043,0.373444149975306,77.699683741404,11.72754285769216
26,0.5320689819388141,0.5848708842874299,51.38591758681645,5.08684044256239
27,0.7344371799079722,0.3898853877690423,97.1517349648079,11.70868261824883
28,0.7632610851212358,0.5445456156739221,58.2052542336711,7.167060243951746
29,0.7556573237951008,0.4561820648226073,66.47645714955947,6.513494633367295
30,0.7200420326115577,0.3713083628511937,60.76381059482346,7.852333222050967
31,0.6736224144199708,0.4589313749206616,79.65954790759505,7.521837507529153
32,0.6547729758090353,0.6277575241481316,64.66841599594238,5.194451004382913
33,0.7195647669526868,0.5870855420494782,64.3738324147612,5.760009300210257
34,0.5881693151718521,0.5434528112611005,65.66824410194991,6.301419992761137
35,0.7036032285223767,0.5257915478925885,53.22682140159474,6.542018514412783
36,0.6650656824971229,0.3949085675189462,63.30022061240889,5.220386637990482
37,0.7934406571008478,0.3228793324768405,59.61318383846464,6.938569108013509
38,0.6539392568340897,0.4914193533079421,53.39033944963755,4.226023021598635
39,0.7207406591345353,0.4227019896655292,56.41635180327516,8.478418975422414
40,0.7604314998526489,0.3176637359797787,77.76669696607335,10.03892441794059
41,0.7075196052154681,0.6536764955534761,82.79495961485993,6.934092197788961
42,0.7005873296741527,0.3819986847396643,61.65985713797105,7.080049213265408
43,0.553181121940713,0.5379411815136186,57.5812032127773,3.624167073059163
44,0.6885999721689143,0.5907987916156986,72.70217280281932,5.590302846562374
45,0.5980451011306366,0.8080746626600545,51.78530874122839,3.21743624989808
46,0.6241321535941546,0.7851082545969015,43.22218489487527,4.487550717673889
47,0.7012563765689354,0.4963628079619182,64.06659056719603,6.744249432991811
48,0.8017758957030656,0.4545909491008266,48.36922791375189,7.465978444712456
49,0.657259474853054,0.4065928417368409,70.81625449608605,5.563179316824312
50,0.6367405355070751,0.8571842061383932,57.93558476020664,3.147685182275618
51,0.677532913166127,0.4702183236873835,41.86236507831363,5.215873605400347
52,0.7170613293797664,0.5175326532543084,63.80675932101039,7.512154948437071
53,0.5956519627374106,0.7796007086699568,41.28429882320626,4.142540511854523
54,0.7639925450743454,0.4523965613586768,75.22140779694857,7.393314830696033
55,0.7428997003063169,0.5511375695333918,66.74752550813912,7.238626915770633
56,0.7400486707857833,0.5569222393081255,78.62146162363044,7.90868630167189
57,0.6478635168874151,0.3629768718716082,100.9812189176521,10.86262305251986
58,0.642945948172391,0.5011196865757297,56.75246370723927,4.829189822772902
59,0.6742743236545741,0.5479068470290368,80.92319241684895,10.07804843096941
60,0.6963878314272511,0.3922132826525753,56.00013812337468,7.010142292135464
61,0.7185533935548676,0.4901145710288636,73.4532319077108,10.44723581708498
62,0.6678641595327416,0.3125580731498207,118.7883859169664,14.42111566383564
63,0.6398373360133782,0.4574563398078936,69.33951541710213,6.308863502510239
64,0.6902107054474942,0.4939577845733588,59.68510301662592,5.562923882994475
